Altium Designer Pick and Place Locations
W:\GreenfieldTechSolutions\Projects\Ontwerpen\Project_234_BAS\RenderedFiles\BAS_MainHub_0.2\P234_BAS_MainHub_0.2_Pick Place\P234_0.2_MainHub_PickAndPlace_Imperial.csv

========================================================================================================================
File Design Information:

Date:       30/05/22
Time:       21:23
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

"Designator","Layer","Center-X(mil)","Center-Y(mil)","Rotation","Description","ManfactPart","RefVal"
"IC7","TopLayer","10984.252","4724.409","180","USB Type-C and USB PD Controller with Integrated Power Switches Optimized for Power Applications","TPS25750D","TPS25750D"
"IC6","BottomLayer","11535.433","3937.008","180","USB Type-C and USB PD Controller with Integrated Power Switches Optimized for Power Applications","TPS25750D","TPS25750D"
"C153","TopLayer","9625.983","3641.732","270","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C152","TopLayer","9448.819","3641.732","270","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C151","TopLayer","9655.512","4940.945","90","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C150","TopLayer","9478.346","5000.000","90","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C149","TopLayer","10728.346","3641.732","270","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C148","TopLayer","10551.181","3641.732","270","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C147","TopLayer","11309.055","4940.945","90","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C146","TopLayer","11131.890","5000.000","90","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C145","BottomLayer","9645.669","3962.598","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C144","BottomLayer","9645.669","4021.653","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C143","BottomLayer","9645.669","4080.709","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C142","BottomLayer","9645.669","4139.764","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C141","BottomLayer","9645.669","4238.189","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C140","BottomLayer","9913.386","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C139","BottomLayer","10098.425","3897.638","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C138","BottomLayer","10098.425","4015.748","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C137","BottomLayer","9976.378","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C136","TopLayer","9685.039","4685.039","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C135","TopLayer","9685.039","4606.299","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C134","TopLayer","9685.039","4527.559","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C133","TopLayer","9685.039","4448.819","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C132","TopLayer","9685.039","4330.709","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C131","TopLayer","9929.134","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C130","TopLayer","10098.425","4732.283","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C129","TopLayer","10098.425","4665.354","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C128","TopLayer","9988.189","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C127","BottomLayer","10748.031","3962.598","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C126","BottomLayer","10748.031","4021.653","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C125","BottomLayer","10748.031","4080.709","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C124","BottomLayer","10748.031","4139.764","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C123","BottomLayer","10748.031","4238.189","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C122","BottomLayer","11015.748","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C121","BottomLayer","11200.787","3897.638","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C120","BottomLayer","11200.787","4015.748","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C119","BottomLayer","11078.740","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C118","TopLayer","11338.583","4685.039","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C117","TopLayer","11338.583","4606.299","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C116","TopLayer","11338.583","4527.559","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C115","TopLayer","11338.583","4448.819","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C114","TopLayer","11338.583","4330.709","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C113","TopLayer","11582.677","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C112","TopLayer","11751.969","4732.283","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C111","TopLayer","11751.969","4665.354","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C110","TopLayer","11641.732","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C109","TopLayer","10177.165","3641.732","270","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C108","TopLayer","10000.000","3641.732","270","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C107","TopLayer","10206.693","4940.945","90","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C106","TopLayer","10029.528","5000.000","90","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C105","TopLayer","10757.874","4940.945","90","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C104","TopLayer","10580.709","5000.000","90","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C103","TopLayer","11279.527","3641.732","270","22µF 63V 20% X7R","KRM55WR71J226MH01K","22µF"
"C102","TopLayer","11102.362","3641.732","270","10µF 63V 10% X7R","CL32B106KMVNNWE","10µF"
"C101","BottomLayer","10196.850","3962.598","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C100","BottomLayer","10196.850","4021.653","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C99","BottomLayer","10196.850","4080.709","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C98","BottomLayer","10196.850","4139.764","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C97","BottomLayer","10196.850","4238.189","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C96","BottomLayer","10464.567","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C95","BottomLayer","10649.606","3897.638","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C94","BottomLayer","10649.606","4015.748","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C93","BottomLayer","10527.559","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C92","TopLayer","10236.220","4685.039","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C91","TopLayer","10236.220","4606.299","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C90","TopLayer","10236.220","4527.559","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C89","TopLayer","10236.220","4448.819","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C88","TopLayer","10236.220","4330.709","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C87","TopLayer","10480.315","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C86","TopLayer","10649.606","4732.283","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C85","TopLayer","10649.606","4665.354","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C84","TopLayer","10539.370","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C83","TopLayer","10787.402","4685.039","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C82","TopLayer","10787.402","4606.299","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C81","TopLayer","10787.402","4527.559","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C80","TopLayer","10787.402","4448.819","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C79","TopLayer","10787.402","4330.709","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C78","TopLayer","11031.496","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C77","TopLayer","11200.787","4732.283","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C76","TopLayer","11200.787","4665.354","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C75","TopLayer","11090.551","4543.307","270","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C74","BottomLayer","11299.213","3962.598","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C73","BottomLayer","11299.213","4021.654","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C72","BottomLayer","11299.213","4080.709","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C71","BottomLayer","11299.213","4139.764","180","10nF 50V 10% X7R","C0805C103K5RAC","10nF"
"C70","BottomLayer","11299.213","4238.189","180","4.7µF 100V 10% X5R","HMK325BJ475KM-PE","4.7µF"
"C69","BottomLayer","11566.929","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C68","BottomLayer","11751.969","3897.638","0","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C67","BottomLayer","11751.969","4015.748","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C66","BottomLayer","11629.921","4114.173","90","10µF 16V 10% X5R","GRM21BR61C106KE15L","10µF"
"C422","BottomLayer","8299.213","8075.520","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C421","BottomLayer","8299.213","8105.520","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"L1","TopLayer","6795.837","4513.779","270","3.3µH 5A 30% 21mO","SRN6045TA-3R3Y","3.3µH 5A"
"C254","TopLayer","8729.882","6954.016","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C253","TopLayer","8365.630","6763.779","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C252","TopLayer","8729.882","6924.016","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C251","TopLayer","8335.630","6763.779","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C250","TopLayer","8634.331","6782.480","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C249","TopLayer","8210.118","6939.961","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C248","TopLayer","8604.331","6782.480","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C247","TopLayer","8180.118","6939.961","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C246","TopLayer","8211.969","7298.543","270","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C245","TopLayer","8241.969","7298.543","270","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C224","TopLayer","7824.382","6954.025","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C223","TopLayer","7460.118","6763.779","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C222","TopLayer","7824.382","6924.025","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C221","TopLayer","7430.118","6763.779","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C220","TopLayer","7728.819","6782.480","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C219","TopLayer","7304.606","6939.961","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C218","TopLayer","7698.819","6782.480","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C217","TopLayer","7274.606","6939.961","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C216","TopLayer","7306.461","7298.559","270","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C215","TopLayer","7336.461","7298.559","270","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C324","TopLayer","7292.622","8852.059","315","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C323","TopLayer","7693.898","8617.598","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C322","TopLayer","7312.622","8872.059","315","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C321","TopLayer","7693.898","8587.598","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C320","TopLayer","7484.252","8819.882","270","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C318","TopLayer","7514.252","8819.882","270","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C316","TopLayer","7456.181","8270.669","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C315","TopLayer","7426.181","8270.669","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C418","BottomLayer","7737.205","7987.205","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C416","BottomLayer","7737.205","7957.205","180","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"J502","TopLayer","7275.591","11338.583","270","Holes for Headers 2.54MM","","Holes 2x5"
"J501","TopLayer","1043.307","4901.575","0","Headers Angled 2.54MM","10129382-910001BLF","Header 2x5"
"IC354","TopLayer","7480.315","9094.488","180","TUSB542 USB Type-C 5 Gbps Redriver 2:1 MUX","TUSB542","TUSB542"
"IC353","TopLayer","8070.866","8661.417","180","TUSB542 USB Type-C 5 Gbps Redriver 2:1 MUX","TUSB542","TUSB542"
"IC352","TopLayer","7283.465","10275.591","180","TUSB542 USB Type-C 5 Gbps Redriver 2:1 MUX","TUSB542","TUSB542"
"IC351","TopLayer","7283.465","9685.039","180","TUSB542 USB Type-C 5 Gbps Redriver 2:1 MUX","TUSB542","TUSB542"
"D358","TopLayer","7480.315","8976.378","180","USB 3 TVS Diode","PUSB3FA2Z","TVS"
"D357","TopLayer","8070.866","8464.567","180","USB 3 TVS Diode","PUSB3FA2Z","TVS"
"D356","TopLayer","8070.866","9566.929","0","USB 2 TVS Diode","TPD2EUSB30DRTR","TVS"
"D355","TopLayer","8070.866","8976.378","0","USB 2 TVS Diode","TPD2EUSB30DRTR","TVS"
"D354","TopLayer","7283.465","10078.740","180","USB 3 TVS Diode","PUSB3FA2Z","TVS"
"D353","TopLayer","7283.465","9488.189","180","USB 3 TVS Diode","PUSB3FA2Z","TVS"
"D352","TopLayer","8070.866","10748.031","0","USB 2 TVS Diode","TPD2EUSB30DRTR","TVS"
"D351","TopLayer","8070.866","10157.480","0","USB 2 TVS Diode","TPD2EUSB30DRTR","TVS"
"C420","BottomLayer","7937.992","7788.386","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C419","BottomLayer","7967.992","7788.386","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C417","BottomLayer","8095.243","7788.386","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C415","BottomLayer","8125.243","7788.386","90","100nF 50V 10% X7R","CGA2B3X7R1H104K050BB","100nF"
"C414","TopLayer","8300.197","8060.039","0","1µF 16V 10% X5R","C1608X5R1C105K080AA","1µF"
